timestamp,memory_usage,cpu_percent,temperature,batch_time,loss,power_consumption,epoch,training_uuid
2025-02-12 09:24:50.116153,496.40625,10.4,,2.689424753189087,0.10638977587223053,0.473,0,c5b32359-32fe-448b-8397-6133100f8f4a
2025-02-12 09:24:52.805596,775.046875,20.4,,1.7394299507141113,0.015045440755784512,0.058,1,c5b32359-32fe-448b-8397-6133100f8f4a
2025-02-12 09:24:54.545040,776.390625,18.7,,1.7316038608551025,0.010996081866323948,0.117,2,c5b32359-32fe-448b-8397-6133100f8f4a
2025-02-12 09:24:56.276661,776.828125,20.0,,1.7491340637207031,0.008924409747123718,0.073,3,c5b32359-32fe-448b-8397-6133100f8f4a
2025-02-12 09:24:58.025800,777.546875,18.4,,1.7504379749298096,0.007384378928691149,0.21,4,c5b32359-32fe-448b-8397-6133100f8f4a
2025-02-12 09:24:59.776253,778.03125,15.6,,1.74851393699646,0.006257927510887384,0.063,5,c5b32359-32fe-448b-8397-6133100f8f4a
2025-02-12 09:25:01.524778,778.171875,14.7,,1.7413899898529053,0.005418891552835703,0.068,6,c5b32359-32fe-448b-8397-6133100f8f4a
2025-02-12 09:25:03.266181,778.484375,14.8,,1.742419958114624,0.004790846258401871,0.063,7,c5b32359-32fe-448b-8397-6133100f8f4a
2025-02-12 09:25:05.008610,779.0625,14.8,,1.7403900623321533,0.00431962963193655,0.068,8,c5b32359-32fe-448b-8397-6133100f8f4a
2025-02-12 09:25:06.749013,779.640625,15.2,,1.7528870105743408,0.003958601970225573,0.093,9,c5b32359-32fe-448b-8397-6133100f8f4a
2025-02-12 09:25:08.501912,779.8125,16.3,,1.7559962272644043,0.003662287024781108,0.214,10,c5b32359-32fe-448b-8397-6133100f8f4a
2025-02-12 09:25:10.257920,780.109375,19.4,,1.7431750297546387,0.0034225289709866047,0.063,11,c5b32359-32fe-448b-8397-6133100f8f4a
2025-02-12 09:25:12.001108,780.234375,14.8,,1.7449109554290771,0.0032208182383328676,0.054,12,c5b32359-32fe-448b-8397-6133100f8f4a
2025-02-12 09:25:13.746033,780.34375,14.8,,1.762195110321045,0.0030129512306302786,0.058,13,c5b32359-32fe-448b-8397-6133100f8f4a
2025-02-12 09:25:15.508242,780.609375,13.7,,1.7464509010314941,0.0027974864933639765,0.049,14,c5b32359-32fe-448b-8397-6133100f8f4a
2025-02-12 09:25:17.467858,818.046875,13.2,,2.708940029144287,0.0941382572054863,0.063,0,e1bc7327-f789-47aa-a478-05e4e7c9ce95
2025-02-12 09:25:20.176814,886.734375,14.9,,2.267157793045044,0.011193889193236828,0.609,1,e1bc7327-f789-47aa-a478-05e4e7c9ce95
2025-02-12 09:25:22.443988,887.015625,43.9,,1.8478820323944092,0.007735912222415209,0.667,2,e1bc7327-f789-47aa-a478-05e4e7c9ce95
2025-02-12 09:25:24.291882,887.609375,33.1,,1.7801380157470703,0.006252134684473276,0.653,3,e1bc7327-f789-47aa-a478-05e4e7c9ce95
2025-02-12 09:25:26.072032,887.890625,34.0,,1.785356044769287,0.005671717692166567,0.326,4,e1bc7327-f789-47aa-a478-05e4e7c9ce95
2025-02-12 09:25:27.857401,888.0625,28.6,,1.7969882488250732,0.0054663121700286865,0.546,5,e1bc7327-f789-47aa-a478-05e4e7c9ce95
2025-02-12 09:25:29.654402,888.296875,28.8,,1.7810580730438232,0.005362652707844973,0.175,6,e1bc7327-f789-47aa-a478-05e4e7c9ce95
2025-02-12 09:25:31.435474,888.453125,23.1,,1.798403263092041,0.00526636466383934,0.166,7,e1bc7327-f789-47aa-a478-05e4e7c9ce95
