timestamp,memory_usage,cpu_percent,temperature,batch_time,loss,power_consumption,epoch,training_uuid
2025-02-12 09:26:13.428045,1153.625,12.9,,2.4777309894561768,0.02794254571199417,0.049,0,a3674a86-3a2f-4347-9c75-df22606d78f4
2025-02-12 09:26:15.905796,1190.328125,12.1,,1.2128913402557373,0.012800084426999092,0.039,1,a3674a86-3a2f-4347-9c75-df22606d78f4
2025-02-12 09:26:17.118703,1190.515625,11.0,,1.2000329494476318,0.010362143628299236,0.054,2,a3674a86-3a2f-4347-9c75-df22606d78f4
2025-02-12 09:26:18.318752,1190.625,11.6,,1.2157340049743652,0.009347854182124138,0.044,3,a3674a86-3a2f-4347-9c75-df22606d78f4
2025-02-12 09:26:19.534499,1190.71875,10.5,,1.19923996925354,0.008393935859203339,0.049,4,a3674a86-3a2f-4347-9c75-df22606d78f4
2025-02-12 09:26:20.733755,1190.859375,11.2,,1.1990728378295898,0.007446653675287962,0.044,5,a3674a86-3a2f-4347-9c75-df22606d78f4
2025-02-12 09:26:21.932843,1190.953125,11.4,,1.1942481994628906,0.00652660708874464,0.107,6,a3674a86-3a2f-4347-9c75-df22606d78f4
2025-02-12 09:26:23.127112,1191.09375,13.2,,1.2242388725280762,0.005659230053424835,0.166,7,a3674a86-3a2f-4347-9c75-df22606d78f4
2025-02-12 09:26:24.351367,1191.21875,14.4,,1.212334156036377,0.0048683444038033485,0.049,8,a3674a86-3a2f-4347-9c75-df22606d78f4
2025-02-12 09:26:25.563717,1191.34375,12.2,,1.1962780952453613,0.004173611290752888,0.054,9,a3674a86-3a2f-4347-9c75-df22606d78f4
2025-02-12 09:26:26.760007,1191.359375,10.7,,1.2139699459075928,0.0035881628282368183,0.07300000000000001,10,a3674a86-3a2f-4347-9c75-df22606d78f4
2025-02-12 09:26:27.973990,1191.359375,12.4,,1.2033421993255615,0.0031168414279818535,0.049,11,a3674a86-3a2f-4347-9c75-df22606d78f4
2025-02-12 09:26:29.177344,1191.359375,11.3,,1.2134382724761963,0.002755629364401102,0.044,12,a3674a86-3a2f-4347-9c75-df22606d78f4
2025-02-12 09:26:30.390797,1191.359375,11.3,,1.199087142944336,0.0024928017519414425,0.049,13,a3674a86-3a2f-4347-9c75-df22606d78f4
2025-02-12 09:26:31.589897,1191.390625,10.8,,1.1937239170074463,0.0023115002550184727,0.044,14,a3674a86-3a2f-4347-9c75-df22606d78f4
2025-02-12 09:26:33.285160,1201.140625,11.5,,1.5330889225006104,0.03753858804702759,0.166,0,e93204df-476e-47d7-8a41-57f5ce8fe13c
2025-02-12 09:26:34.818267,1228.4375,14.6,,1.2234327793121338,0.018866486847400665,0.054,1,e93204df-476e-47d7-8a41-57f5ce8fe13c
2025-02-12 09:26:36.041714,1228.6875,11.2,,1.1966657638549805,0.014074940234422684,0.039,2,e93204df-476e-47d7-8a41-57f5ce8fe13c
