timestamp,memory_usage,cpu_percent,temperature,batch_time,loss,power_consumption,epoch,training_uuid
2025-02-10 21:19:49.240830,1076.84375,8.3,0.0,43.42275929450989,0.3891320526599884,0.068,0,ca7cf965-1987-4f89-82fd-fcc7a473d47a
2025-02-10 21:20:32.663612,1170.15625,77.5,0.0,42.81637501716614,0.09469904005527496,0.053,1,ca7cf965-1987-4f89-82fd-fcc7a473d47a
2025-02-10 21:21:15.480013,1208.109375,78.4,0.0,42.70805311203003,0.0688052698969841,0.097,2,ca7cf965-1987-4f89-82fd-fcc7a473d47a
2025-02-10 21:21:58.188095,1247.09375,80.6,0.0,42.585139751434326,0.056099895387887955,0.072,3,ca7cf965-1987-4f89-82fd-fcc7a473d47a
2025-02-10 21:22:40.773259,1255.59375,79.0,0.0,42.62674307823181,0.04694128409028053,0.063,4,ca7cf965-1987-4f89-82fd-fcc7a473d47a
2025-02-10 21:23:23.400036,1256.921875,78.5,0.0,42.35255026817322,0.04117660969495773,0.063,5,ca7cf965-1987-4f89-82fd-fcc7a473d47a
2025-02-10 21:24:05.752613,1264.109375,80.5,0.0,41.79101800918579,0.03635583817958832,0.062,6,ca7cf965-1987-4f89-82fd-fcc7a473d47a
2025-02-10 21:24:47.543652,1264.640625,81.7,0.0,41.84183716773987,0.03271212428808212,0.062,7,ca7cf965-1987-4f89-82fd-fcc7a473d47a
2025-02-10 21:25:29.385508,1268.078125,80.8,0.0,41.98980927467346,0.028716547414660454,0.649,8,ca7cf965-1987-4f89-82fd-fcc7a473d47a
2025-02-10 21:26:11.375343,1268.09375,80.5,0.0,41.8134388923645,0.026118217036128044,0.306,9,ca7cf965-1987-4f89-82fd-fcc7a473d47a
2025-02-10 21:26:53.188800,1268.15625,81.6,0.0,41.33455300331116,0.023065922781825066,0.885,10,ca7cf965-1987-4f89-82fd-fcc7a473d47a
2025-02-10 21:27:34.523365,1268.203125,86.0,0.0,41.29976010322571,0.023248646408319473,0.74,11,ca7cf965-1987-4f89-82fd-fcc7a473d47a
