timestamp,memory_usage,cpu_percent,temperature,batch_time,loss,power_consumption,epoch,training_uuid
2025-02-12 23:38:23.387778,967.078125,17.8,0.0,370.5682408809662,0.7682217955589294,0.276,0,dfb80962-6085-4863-b4cc-79ecb9ac1bab
2025-02-12 23:44:33.956050,1071.125,18.1,0.0,366.3893492221832,1.4933184385299683,0.063,1,dfb80962-6085-4863-b4cc-79ecb9ac1bab
2025-02-12 23:50:40.345420,1094.359375,19.1,0.0,368.37374782562256,2.243154764175415,0.154,2,dfb80962-6085-4863-b4cc-79ecb9ac1bab
2025-02-12 23:56:48.719183,1116.671875,18.7,0.0,374.53776812553406,3.0628037452697754,0.154,3,dfb80962-6085-4863-b4cc-79ecb9ac1bab
2025-02-13 00:03:03.256969,1285.421875,23.3,0.0,378.6071307659149,3.8224027156829834,0.342,4,dfb80962-6085-4863-b4cc-79ecb9ac1bab
2025-02-13 00:09:21.864117,1519.203125,26.6,0.0,382.1597089767456,4.623179912567139,0.222,5,dfb80962-6085-4863-b4cc-79ecb9ac1bab
2025-02-13 00:15:44.023851,1758.484375,27.3,0.0,384.4285080432892,5.4098286628723145,0.616,6,dfb80962-6085-4863-b4cc-79ecb9ac1bab
2025-02-13 00:22:08.452378,2005.640625,27.4,0.0,386.47895669937134,6.149561405181885,0.202,7,dfb80962-6085-4863-b4cc-79ecb9ac1bab
2025-02-13 00:28:34.931351,2247.359375,27.2,0.0,383.59250807762146,6.993685245513916,0.23600000000000002,8,dfb80962-6085-4863-b4cc-79ecb9ac1bab
2025-02-13 00:34:58.523887,2522.28125,26.9,0.0,379.3652448654175,7.775471210479736,0.20700000000000002,9,dfb80962-6085-4863-b4cc-79ecb9ac1bab
2025-02-13 00:41:17.889146,2672.828125,27.3,0.0,380.28686118125916,8.528160095214844,0.164,10,dfb80962-6085-4863-b4cc-79ecb9ac1bab
2025-02-13 00:47:38.176031,2831.84375,27.3,0.0,380.6107351779938,9.318547248840332,0.154,11,dfb80962-6085-4863-b4cc-79ecb9ac1bab
2025-02-13 00:53:58.786784,2984.96875,27.0,0.0,381.3901071548462,10.03018569946289,0.737,12,dfb80962-6085-4863-b4cc-79ecb9ac1bab
2025-02-13 01:00:20.176911,3132.390625,26.9,0.0,381.7699601650238,10.913269996643066,0.16,13,dfb80962-6085-4863-b4cc-79ecb9ac1bab
2025-02-13 01:06:41.946892,3190.984375,27.3,0.0,383.89443588256836,11.60755729675293,0.582,14,dfb80962-6085-4863-b4cc-79ecb9ac1bab
2025-02-13 01:13:06.650927,3365.8125,22.2,0.0,384.5453140735626,0.7589024305343628,0.212,0,fdf56f8a-e811-474c-8111-019c9765211a
2025-02-13 01:19:31.196268,3441.0625,25.5,0.0,385.5941278934479,1.4221112728118896,0.164,1,fdf56f8a-e811-474c-8111-019c9765211a
2025-02-13 01:25:56.790418,3425.703125,24.2,0.0,384.63273191452026,2.1771163940429688,0.178,2,fdf56f8a-e811-474c-8111-019c9765211a
2025-02-13 01:32:21.423171,3475.53125,24.2,0.0,384.22403931617737,2.898704767227173,0.159,3,fdf56f8a-e811-474c-8111-019c9765211a
2025-02-13 01:38:45.647238,3536.75,24.3,0.0,382.3671929836273,3.6525442600250244,0.20700000000000002,4,fdf56f8a-e811-474c-8111-019c9765211a
2025-02-13 01:45:08.014458,3282.375,24.5,0.0,378.29249572753906,4.367088794708252,0.183,5,fdf56f8a-e811-474c-8111-019c9765211a
2025-02-13 01:51:26.306970,3242.296875,24.5,0.0,377.97584414482117,5.095629692077637,0.188,6,fdf56f8a-e811-474c-8111-019c9765211a
2025-02-13 01:57:44.282850,3255.421875,24.3,0.0,379.6158881187439,5.773362159729004,0.169,7,fdf56f8a-e811-474c-8111-019c9765211a
2025-02-13 02:04:03.898766,3269.484375,24.3,0.0,380.49289083480835,6.546383857727051,0.17300000000000001,8,fdf56f8a-e811-474c-8111-019c9765211a
2025-02-13 02:10:24.391682,3284.90625,24.3,0.0,378.5670368671417,7.278257369995117,0.077,9,fdf56f8a-e811-474c-8111-019c9765211a
2025-02-13 02:16:42.958735,3101.40625,22.0,0.0,380.10970997810364,7.929933547973633,0.159,10,fdf56f8a-e811-474c-8111-019c9765211a
2025-02-13 02:23:03.068467,3115.734375,27.2,0.0,380.73785614967346,8.752988815307617,0.568,11,fdf56f8a-e811-474c-8111-019c9765211a
2025-02-13 02:29:23.806346,3136.359375,27.2,0.0,380.9156639575958,9.364704132080078,0.416,12,fdf56f8a-e811-474c-8111-019c9765211a
2025-02-13 02:35:44.722035,2921.171875,27.4,0.0,381.78719091415405,10.112875938415527,0.505,13,fdf56f8a-e811-474c-8111-019c9765211a
2025-02-13 02:42:06.509246,2718.0625,27.8,0.0,382.54774618148804,10.790115356445312,0.188,14,fdf56f8a-e811-474c-8111-019c9765211a
