mac_model,device,inference_time_ms
M2 Pro,CPU,166.87893867492676
M2 Pro,CPU,151.9339084625244
M2 Pro,CPU,152.4527072906494
M1 Pro,CPU,207.9627513885498
M1 Pro,CPU,201.34878158569336
M1 Pro,CPU,197.66497611999512
